PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-8.515871725211992,60.33367928037945,13.171251345305368,15.043414508164105,0.631972605791418,1.2594043680845692,0.8389164763855212,3.696961932921506,3.1201188419852524,-0.5648346398998666
-7.123236661468854,42.74220667404155,8.385309538637152,7.729588024557451,1.6668198422432605,-1.6791726315788358,0.6766044548615499,2.1728633386098424,1.6274612443142658,-0.6369695443743519
-8.308040716796352,64.49367621253138,14.52050377016035,16.864824592884734,0.29232138926118784,0.7895739280251224,-0.8357524906795359,3.9259241459212477,3.106358865569231,-0.28464781919956716
23.971081746761215,41.96370049443209,7.443790518638147,6.790434376959288,-1.5652399637779915,0.1066921006815123,0.30249705463600324,1.378475422435187,1.9387098860082301,-0.2749014609993977
-7.954352495959412,55.73141375203734,12.924453297736513,12.169678771724165,-0.0017231185713347476,1.2905042222678262,-1.762459611777413,3.9747991976590016,2.6681788192028653,1.420823888116516
-8.362370181302577,50.690205412324836,10.55794808918266,12.562329195330706,0.4462827265085137,0.5556461351908714,-0.8315500395432465,2.7044217036658686,2.536805168756099,0.7867165279274227
-7.151167668954633,37.023977214356655,6.269801709847508,7.290482338923435,-1.3478288938759073,1.329198003433595,-0.9481864649808726,2.4113427815485844,0.8222419155238807,0.8109815607893934
-0.4934462046959443,45.25712484429857,7.761011057810069,7.183845356958393,0.703928601579096,-0.5656778641592161,-0.7551912391279857,3.0114896752939972,2.7778604365473445,0.07455324281067245
-6.24301406030595,27.789371890320357,7.280648708179273,2.9218385321835254,-0.9554534793077225,-0.8276987670507102,-0.17015977677935806,1.7278640004428345,0.24447440311576935,0.09669850042524938
24.164869598752414,39.12965167594961,8.287607615179592,6.767923000047869,-1.5951352478987644,-1.1335798235441483,0.4747252301000963,1.467847621229923,1.8214232145355693,0.8340694200298008
-7.13301324316584,42.09223786629888,9.452352991846308,8.353298174152759,1.657887818637515,-0.9591569817727611,-0.03655817654292738,3.1401434719549965,1.2456295714449381,-0.04763118498673762
-6.892848362560438,41.599111547082835,9.926798032818969,8.238014304075389,0.8690743125456676,3.667529758662087,-1.0736124144849153,1.8053060887661692,2.732784356150271,-0.19231072012128264
-4.780934771601203,23.299993196225525,8.408257657371244,2.084223480555673,-1.0406114546024394,-0.3444270955781397,0.4715886753887281,0.8769563610550675,-0.24475160505527452,-0.9873729058813301
-6.984683311416055,33.05413613017257,5.1937470904040515,6.9186244218103585,-0.21328181458863452,1.7829522162224147,-0.36701093724613176,2.0156155963713753,0.1740845980053467,0.404442392567974
-6.120176233411529,34.21043212938737,8.248260362184865,6.009647931760488,-2.728696626663154,0.47829473804007605,0.12538158586472256,1.9767050743766872,1.5675253942222809,0.3284854024625037
-9.330291555406307,48.18811812551133,10.646170626779545,12.127098102312006,1.131904118299865,-0.060379406192237826,-0.2701584888058802,2.97212370763388,1.675416453183189,0.4537136754563619
-6.985808351583846,45.52798054764546,11.31651435294313,8.636062399835595,1.824476102408774,-0.6454473585308682,-1.0364574652748693,3.5076739178641407,1.6533759371166483,0.1266168026519731
-6.693776976432563,42.92208667332734,8.388540050406046,8.946549352661911,-0.14514634100910975,-0.8168964672048182,-0.2685452856214376,3.2943914196501933,1.147468193123869,-0.06337843781628737
24.60280119987402,33.86183032307599,6.6872888173815905,4.682192581287223,-1.0645554080981325,-0.3644688137725474,0.5101696440070073,1.5629121574709366,1.0835861009989087,-0.8509207940739927
23.911382415669806,31.22752981512373,6.03561829035761,4.4850379781522385,-0.4599830038194237,-0.8448532996261249,0.25190456096033464,0.5001008511413649,1.4949489417607509,1.5418012922529323
-5.779618064889112,27.8936090233212,7.742255329335929,3.1356052227371713,-0.15781154996576294,2.1829028032087927,-0.12456444816313475,1.2025403941697244,0.797269696670993,-0.5749906193298924
-6.257717978558396,32.893433346156115,7.122990212726566,5.299427558664413,1.2307172690689065,-1.5204550352666562,-0.48957125269344165,2.6452392538448795,0.5059549332049494,-0.2232127578360493
24.776346630935134,23.913829346275076,1.8138681130132386,0.4593710213061457,-0.6068031661450901,-0.7200980323074512,0.6065392057775137,-0.16109250185436588,1.2029858094389574,-1.3437165250926408
-6.225587057798429,35.5553871281389,5.8706243297334835,7.6312630206914145,0.9509800880426372,-0.9382481639820512,0.41068321700882876,2.429991101449666,0.5213843619570575,1.1286526899863758
-6.031185974288427,13.444191940605577,6.76692948980795,0.16648602335599386,-0.728718750710154,-0.9899972074900488,0.4403930350576216,-0.11973702492469908,-0.8288244202869447,0.2060751613249108
